Variable,Description
TICKET,Ever received a traffic ticket
ARREST,Ever picked up or charged by police
CONVICTD,Convicted of crime ever
LOCKEDUP,Prison or jail ever
HUNT,Does R or spouse hunt
HUNT1,Does R or spouse or partner hunt
HUNTOTHR,Does other household member hunt
NEWS,How often Does R read newspaper
TVHOURS,Hours per day watching TV
RADIOHRS,Hours per day listening to radio
PHONE,Does R have telephone
COOP2,R's attitude toward interview
COOP,R's attitude toward interview
COMPREND,R's understanding of questions
FORM,Form of split questionnaire asked
RANDOM,RANDOMIZATION VARIABLE FOR FORM X
ABSPNO,Abortion if husband opposes
ABHAVE1,Have abortion if probable defect
ABHAVE2,Have abortion if health endangered
ABHAVE3,Have abortion if couldn't afford child
ABLEGAL,Should abortion ever be legal
FECHLD,Mother working doesn't hurt children
FEHELP,Wife should help husbands career first
FEPRESCH,Preschool kids suffer if mother works
FEFAM,"Better for man to work, woman tend home"
ERAREAD,Has R heard or read about era
ERAMEANS,Does R understand what era means
ERA,Does R favor or oppose era?
ERATELL,Does R favor or oppose era
ERAWHY1,1st reason favor-oppose era
ERAWHY2,2nd reason favor-oppose era
ERAWHY3,3rd reason favor-oppose era
ERAIMP,Importance of era issue
ERAINFO,How much info does R have about era
ERAFIRM,How firm is R's opinion on era
FEBEAR,Can wife refuse to have children
FEWORKIF,Married women work if jobs limited
RACSUBS,Favor attempts to integrate suburbs
RACSUBGV,Suburban govts encourage integration
RACMAREL,What if relative married other race
RACMARPR,Expect probs in interracial marriage
RACSUPS,Expect probs if blacks supervise whites
RACTEACH,Don't hire teachers against integration
RACAVOID,Avoid driving thru black neighborhood
RACCHNG,Try to integrate social club
RACQUIT,Quit if couldn't integrate club
RACDIF1,Differences due to discrimination
RACDIF2,Differences due to in-born learning ability
RACDIF3,Differences due to lack of education
RACDIF4,Differences due to lack of will
SALFERGT,"Salience, women's rights"
SALLABOR,"Salience, labor leaders"
SALSATFN,"Salience, financial satisfaction"
SALABORT,"Salience, abortion laws"
SALSCI,"Salience, scientific community"
DIVORCE5,Divorced in last 5 yrs
DIVREL1,Relatives divorced in last year
DIVREL4,Relatives divorced between 5 & 1 yrs ago
UNEMP5,Unemployed in last 5 yrs
UNREL1,Relatives unemployed in last yr
UNREL4,Relatives unemp between 5 & 1 yrs ago
HOSDIS5,"Hospitalized, disabled last 5 yrs"
HOSREL1,Rels hospitalized in last year
HOSREL4,Rels hospitalized betw 5 & 1 yrs ago
DEATH5,Relatives died in last 5 yrs
DEATH16,Relatives died since age 16
PADEATH,Death of father
MADEATH,Death of mother
CHLDDTH,Death of child
SIBDEATH,Death of sibling
SPDEATH,Death of spouse
TRAUMA1,"Trauma scale, last year"
TRAUMA5,"Trauma scale, last 5 years"
TRAREL1,"Trauma of relatives, last year"
TRAREL5,"Trauma of relatives, last 5 yrs"
TRATOT1,"Trauma last year, self & relatives"
TRATOT5,"Trauma last 5 yrs, self & relatives"
DEFSPDR,Defense spending--R's position
DEFSPDFG,Defense spending--govt position
HLPMINR,Help minorities--R's position
HLPMINFG,Help minorities--govt position
CUTSPDR,Cut govt spending--R's position
CUTSPDFG,Cut govt spending--govt position
IMPFAM,Family and children
IMPWORK,Career and work
IMPRELAX,Free time and relaxation
IMPFREND,Friends and acquaintances
IMPKIN,Relatives
IMPCHURH,Religion and church
IMPPOL,Politics and public life
PRIVACY,Is R concerned about privacy?
CIVIC,Does R follow public affairs?
RUSHED,How often R feels rushed
BORED,How often Does R have extra time
STRESSWK,Stress in past 2 wks
POLLGOOD,Do surveys serve good purpose
POLLTRUE,Trust results of surveys
FESERVE,Mandatory conscription for females?
MESERVE,Mandatory conscription for males?
TAXSERVE,Favor conscription given taxes?
MILQUAL,Quality of persons in military
MILPAY,Pay and benefits for military personnel
FENUMOK,Number of women in military
HINUMOK,Number of Hispanics in military
BLNUMOK,Number of blacks in military
HINUMOKY,Number Hispanics in military-Version Y
BLNUMOKY,Number of blacks in military-Version Y
MILVOLOK,How well has volunteer military worked?
FIGHTAIR,Women as jet fighter pilots
MECHANIC,Women as truck mechanic
NURSE,Women as nurses in combat zone
TYPIST,Women as typist in pentagon
BRASS,Women in command of military bases
FIGHTLND,Women in hand-to-hand combat
TRANSAIR,Women as jet transport pilot
GUNNER,Women as air defense gunner in U.S.
FIGHTSEA,Women as crew member of combat ship
FEFIGHT,Are women assigned to combat
FEDIRTY,Are women assigned to dirty jobs
FEBRASS,Do women command over men
FEHLPMIL,Do women raise effectiveness of military
DRAFT,Return to the draft?
DRAFTFE,"If return to draft, draft women?"
DRAFTEM,"If emergency, return to draft?"
DRAFTFEM,"If emergency, draft women also?"
DRAFTCOL,College students exempt from draft?
DRAFTMAR,Married persons exempt from draft?
DRAFTPAR,Parents of small chldrn exempt frm draft
DRAFTGAY,Gays exempt from draft?
DRAFTCO,Conscientious objector exempt from draft
DRAFTDEF,Defense occupations exempt from draft?
VETFAM,Family members served in armed forces?
VETFAMNW,Any family members in armed forces now
MINMILOP,Min opportunities better in military?
FEMILOP,Fem opportunities better in military?
COPUNISH,Punish draft resister's?
COJAIL,Jail draft resister's?
MILOKME,Military service good experience for men
MILOKFE,Mil service good experience for women
UPGRADE,Refuse vols with no basic skills?
JOBTRAIN,Obligation to train for civilian jobs?
NUKEWAR,Possibility of an all-out atomic war
LANDWAR,Possibility of a conventional ground war
MORENUKE,Possibility of increasing arms race
LESSNUKE,Possibility of reducing atomic weapons
NONUKE,Possibility eliminating atomic weapons
GUERILLA,Possibility of guerilla wars
VETAID,Any in hh receive mil or vet benefits
DEFWRKEV,Ever work for military supplier?
DEFWRKNW,Currently work for military supplier?
MILWRKEV,Ever work for military or dod?
MILWRKNW,Currently work for military or DOD?
RESDEFWK,Local economy depends on defense work?
OBVOTE,Obligation--voting in elections
OBVOL,Obligation--community service
OBJURY,Obligation--jury duty
OB911,Obligation--reporting a crime
OBENG,Obligation--being able to speak English
OBKNOW,Obligation--keeping informed
OBMEPAX,Obligation--peacetime mil service-men
OBMEWAR,Obligation--wartime mil service-men
OBFEPAX,Obligation--peacetime mil service-female
OBFEWAR,Obligation--wartime mil service-female
HELPPOOR,Should govt improve standard of living?
HELPNOT,Should govt do more or less?
HELPSICK,Should govt help pay for medical care?
HELPBLK,Should govt aid blacks?
NUMGIVEN,Number of persons mentioned
EQCLOSE,R feels equally close to all persons
RCLOSE1,R feels especially close to person #1
RCLOSE2,R feels especially close to person #2
RCLOSE3,R feels especially close to person #3
RCLOSE4,R feels especially close to person #4
RCLOSE5,R feels especially close to person #5
CLOSE12,How close are persons number 1 and 2?
CLOSE13,How close are persons number 1 and 3?
CLOSE14,How close are persons number 1 and 4?
CLOSE15,How close are persons number 1 and 5?
CLOSE23,How close are persons number 2 and 3?
CLOSE24,How close are persons number 2 and 4?
CLOSE25,How close are persons number 2 and 5?
CLOSE34,How close are persons number 3 and 4?
CLOSE35,How close are persons number 3 and 5?
CLOSE45,How close are persons number 4 and 5?
SEX1,Sex of person number 1
SEX2,Sex of person number 2
SEX3,Sex of person number 3
SEX4,Sex of person number 4
SEX5,Sex of person number 5
RACE1,Race of person number 1
RACE2,Race of person number 2
RACE3,Race of person number 3
RACE4,Race of person number 4
RACE5,Race of person number 5
SPOUSE1,Person #1 is R's spouse
SPOUSE2,Person #2 is R's spouse
SPOUSE3,Person #3 is R's spouse
SPOUSE4,Person #4 is R's spouse
SPOUSE5,Person #5 is R's spouse
PARENT1,Person #1 is R's parent
PARENT2,Person #2 is R's parent
PARENT3,Person #3 is R's parent
PARENT4,Person #4 is R's parent
PARENT5,Person #5 is R's parent
SIBLING1,Person #1 is R's sibling
SIBLING2,Person #2 is R's sibling
SIBLING3,Person #3 is R's sibling
SIBLING4,Person #4 is R's sibling
SIBLING5,Person #5 is R's sibling
CHILD1,Person #1 is R's child
CHILD2,Person #2 is R's child
CHILD3,Person #3 is R's child
CHILD4,Person #4 is R's child
CHILD5,Person #5 is R's child
OTHFAM1,Person #1 is R's family member
OTHFAM2,Person #2 is R's family member
OTHFAM3,Person #3 is R's family member
OTHFAM4,Person #4 is R's family member
OTHFAM5,Person #5 is R's family member
COWORK1,Person #1 is R's coworker
COWORK2,Person #2 is R's coworker
COWORK3,Person #3 is R's coworker
COWORK4,Person #4 is R's coworker
COWORK5,Person #5 is R's coworker
MEMGRP1,Person #1 is member of R's group
MEMGRP2,Person #2 is member of R's group
MEMGRP3,Person #3 is member of R's group
MEMGRP4,Person #4 is member of R's group
MEMGRP5,Person #5 is member of R's group
NEIGHBR1,Person #1 is R's neighbor
NEIGHBR2,Person #2 is R's neighbor
NEIGHBR3,Person #3 is R's neighbor
NEIGHBR4,Person #4 is R's neighbor
NEIGHBR5,Person #5 is R's neighbor
FRIEND1,Person #1 is R's friend
FRIEND2,Person #2 is R's friend
FRIEND3,Person #3 is R's friend
FRIEND4,Person #4 is R's friend
FRIEND5,Person #5 is R's friend
ADVISOR1,Person #1 is R's advisor
ADVISOR2,Person #2 is R's advisor
ADVISOR3,Person #3 is R's advisor
ADVISOR4,Person #4 is R's advisor
ADVISOR5,Person #5 is R's advisor
OTHER1,Person #1 is other type of acquaintance
OTHER2,Person #2 is other type of acquaintance
OTHER3,Person #3 is other type of acquaintance
OTHER4,Person #4 is other type of acquaintance
OTHER5,Person #5 is other type of acquaintance
TALKTO1,How often Does R talk to person #1?
TALKTO2,How often Does R talk to person #2?
TALKTO3,How often Does R talk to person #3?
TALKTO4,How often Does R talk to person #4?
TALKTO5,How often Does R talk to person #5?
KNOWN1,How long Has R known person #1?
KNOWN2,How long Has R known person #2?
KNOWN3,How long Has R known person #3?
KNOWN4,How long Has R known person #4?
KNOWN5,How long Has R known person #5?
EDUC1,Education level of person #1
EDUC2,Education level of person #2
EDUC3,Education level of person #3
EDUC4,Education level of person #4
EDUC5,Education level of person #5
AGE1,Age of person #1
AGE2,Age of person #2
AGE3,Age of person #3
AGE4,Age of person #4
AGE5,Age of person #5
RELIG1,Religious preference of person #1
RELIG2,Religious preference of person #2
RELIG3,Religious preference of person #3
RELIG4,Religious preference of person #4
RELIG5,Religious preference of person #5
PARTYID1,Party ID of person #1
PARTYID2,Party ID of person #2
PARTYID3,Party ID of person #3
TALKPOL1,R discusses politics with person #1
TALKPOL2,R discusses politics with person #2
TALKPOL3,R discusses politics with person #3
TALKPOL,How often Does R discuss politics?
FRNDKNOW,How many of R's friends know each other?
MEMFRAT,Membership in fraternal group
MEMSERV,Membership in service group
MEMVET,Membership in veteran group
MEMPOLIT,Membership in political club
MEMUNION,Membership in labor union
MEMSPORT,Membership in sports club
MEMYOUTH,Membership in youth group
MEMSCHL,Membership in school service
MEMHOBBY,Membership in hobby club
MEMGREEK,Membership in school fraternity
MEMNAT,Membership in nationality group
MEMFARM,Membership in farm organization
MEMLIT,Membership in literary or art group
MEMPROF,Membership in professional society
MEMCHURH,Membership in church group
MEMOTHER,Membership in any other
MEMNUM,Number of memberships
SOLFRAT,Fraternal group tries to solve problems
SOLSERV,Service group tries to solve problems
SOLVET,Veteran group tries to solve problems
SOLPOLIT,Political club tries to solve problems
SOLUNION,Labor union tries to solve problems
SOLSPORT,Sports club tries to solve problems
SOLYOUTH,Youth group tries to solve problems
SOLSCHL,School service tries to solve problems
SOLHOBBY,Hobby club tries to solve problems
SOLGREEK,Fraternity tries to solve problems
SOLNAT,Nationality grp tries to solve problems
SOLFARM,Farm org tries to solve problems
SOLLIT,Lit or art grp tries to solve problems
SOLPROF,Prof society tries to solve problems
SOLCHURH,Church group tries to solve problems
SOLOTHER,Any other group tries to solve problems
ACTFRAT,R active in fraternal group
ACTSERV,R active in service group
ACTVET,R active in veteran group
ACTPOLIT,R active in political club
ACTUNION,R active in labor union
ACTSPORT,R active in sports club
ACTYOUTH,R active in youth group
ACTSCHL,R active in school service
ACTHOBBY,R active in hobby club
ACTGREEK,R active in school fraternity
ACTNAT,R active in nationality group
ACTFARM,R active in farm organization
ACTLIT,R active in literary or art group
ACTPROF,R active in professional society
ACTCHURH,R active in church group
ACTOTHER,R active in any other group
CHURHGRP,Is church group church itself
MOSTACT,Which group Is R most active in
CAREGRP,How committed to group Is R
SERVEGRP,Has R served on group committees
LEADGRP,Has R served as officer in group
GIVEGRP,Has R given money above regular dues
ATTNDGRP,Has R attended group conferences
WRITEGRP,Has R written to newspapeR's for group
LOBBYGRP,Has R contacted government for group
LOCLIVED,How long Has R lived in community
LOCTRUST,How much trust Does R have in local gov
LOCINFLU,How much influence R feels on local gov
LOCPROB,Has R helped to solve local problems
LOCGRP,Has R helped to start new local group
LOCCARE,Would local officials listen to problem
INTPOL,How interested in politics Is R
SWAYVOTE,Has R tried to influence votes of others
WORKPOL,Has R worked for parties or candidates
POLRALLY,Has R attended political rallies
LOCLOBBY,Has R lobbied local officials
LOCSELF,Was problem of narrow or wide concern
OTHLOBBY,Has R lobbied higher level officials
OTHSELF,Was this prob of narrow or wide concern
GOVERNOR,Did R correctly name governor
USREP,Did R correctly name us representative
SCHLHEAD,Did R correctly name local school head
FEDTRUST,How much does R trust federal government
LOCVOTE,How often does R vote in local elections
GAVEPOL,Has R given money to candidate or cause
BLKINFLU,Opinion of political influence of blacks
BLKGAINS,Best way for blacks to improve position
FEINFLU,Opinion of political influence of women
FEGAINS,Best way for women to improve position
SCISOLVE,Science will solve social problems
SCICHNG,Science changes way of life too fast
SCIPRY,Scientists pry into things they oughtn't
SCIMORAL,Science breaks down ideas of right & wrong
SWITCHED,Has R ever had a different religion
SWITCH1,What was R's first religious preference
SWITCH2,What was R's second religious preference
SWITCH3,What was R's third religious preference
SWITNUM,How many religious preferences mentioned
SWITAGE1,How old was R when first switched
SWITAGE2,How old was R when second switch
SWITWHY1,Why did R make first switch
SWITWHY2,Why did R make second switch
MARELIG,What was mother's religious preference
MADEN,What was mother's religious denomination
MAOTH,Other protestant denomination for mother
