Variable,Description
MTTOTFG,TRIMMING INDICATOR FOR MTHYRTOT
MTFQFLG,TRIMMED MTHYRTOT IF R USED < 12 MOS
STFQFLG,TRIMMED STMYRTOT IF R USED < 12 MOS
CIGOFRSM,"IF BEST FRIEND OFFERED, WOULD YOU SMOKE CIG"
CIGWILYR,"DO YOU THINK YOU""LL SMOKE CIG IN NEXT 12 MOS"
CIG30AV,AVG # CIGS SMOKED PER DAY/ON DAY SMOKED
CIG30TYP,WHAT TYPE OF CIG SMOKED MOST PAST 30 DAYS
CIG30MEN,MENTHOL OR REG CIG SMOKED MOST PAST 30 DAYS
CIG100LF,HAVE YOU SMOKED 100 CIGS IN YOUR LIFE
SLT30FAV,WHICH BRAND CHEW OR SNUFF USED MOST
CIGCMPNY,CIG COMPANY FOR BRAND IN CIG30BRN - RECODE
COCAGE,AGE WHEN FIRST USED COCAINE
COCREC,TIME SINCE LAST USED COCAINE
COCYRTOT,TOTAL # OF DAYS USED COCAINE IN PAST 12 MONTHS
CCBSTWAY,EASIEST WAY TO TELL US # DAYS USED COCAINE
CCDAYPYR,# DAYS USED COCAINE PAST 12 MONTHS
CCDAYPMO,# DAYS PER MONTH USED COCAINE PAST 12 MONTHS
CCDAYPWK,# DAYS PER WEEK USED COCAINE PAST 12 MONTHS
COCUS30A,# DAYS USED COCAINE PAST 30 DAYS
CC30EST,BEST ESTIMATE # DAYS USED COCAINE PAST 30 DAYS
CRKAGE,AGE WHEN FIRST USED CRACK
CRAKREC,TIME SINCE LAST USED CRACK
CRKYRTOT,TOTAL # DAYS USED CRACK IN PAST 12 MONTHS
CRBSTWAY,EASIEST WAY TO TELL US # DAYS USED CRACK
CRDAYPYR,# DAYS USED CRACK PAST 12 MONTHS
CRDAYPMO,# DAYS PER MONTH USED CRACK PAST 12 MONTHS
CRDAYPWK,# DAYS PER WEEK USED CRACK PAST 12 MONTHS
CRKUS30A,# DAYS USED CRACK PAST 30 DAYS
CR30EST,BEST ESTIMATE # DAYS USED CRACK PAST 30 DAYS
HERAGE,AGE WHEN FIRST USED HEROIN
HERREC,TIME SINCE LAST USED HEROIN
HERYRTOT,TOTAL # OF DAYS USED HEROIN IN PAST 12 MONTHS
HRBSTWAY,EASIEST WAY TO TELL US # DAYS USED HEROIN
HRDAYPYR,# DAYS USED HEROIN PAST 12 MONTHS
HRDAYPMO,# DAYS PER MONTH USED HEROIN PAST 12 MONTHS
HRDAYPWK,# DAYS PER WEEK USED HEROIN PAST 12 MONTHS
HER30USE,# DAYS USED HEROIN PAST 30 DAYS
HR30EST,BEST EST. # DAYS USED HEROIN PAST 30 DAYS
MRTOTFG,TRIMMING INDICATOR FOR MJYRTOT
CCTOTFG,TRIMMING INDICATOR FOR COCYRTOT
CRTOTFG,TRIMMING INDICATOR FOR CRKYRTOT
HRTOTFG,TRIMMING INDICATOR FOR HERYRTOT
COCMFU,MONTH OF FIRST COCAINE USE - RECODE
CRKMFU,MONTH OF FIRST CRACK USE - RECODE
HERMFU,MONTH OF FIRST HEROIN USE - RECODE
COCYFU,YEAR OF FIRST COCAINE USE - RECODE
CRKYFU,YEAR OF FIRST CRACK USE - RECODE
HERYFU,YEAR OF FIRST HEROIN USE - RECODE
CCFQFLG,TRIMMED COCYRTOT IF R USED < 12 MOS
MJFQFLG,TRIMMED MJYRTOT IF R USED < 12 MOS
CRFQFLG,TRIMMED CRKYRTOT IF R USED < 12 MOS
HRFQFLG,TRIMMED HERYRTOT IF R USED < 12 MOS
IRCIGRC,CIGARETTE RECENCY - IMPUTATION REVISED
IICIGRC,CIGARETTE RECENCY - IMPUTATION INDICATOR
IRCIGFM,CIG FREQUENCY PAST MONTH - IMPUTATION REVISED
IICIGFM,CIG FREQUENCY PAST MONTH - IMPUTATION INDICATOR
II2CIGRC,CIGARETTE RECENCY - DETAILED IMPUTATION INDICATOR
II2CIGFM,CIG FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR
CIGFLAG,RC-CIGARETTES - EVER USED
CIGYR,RC-CIGARETTES - PAST YEAR USE
CIGMON,RC-CIGARETTES - PAST MONTH USE
IRCGRRC,CIGAR RECENCY - IMPUTATION REVISED
IICGRRC,CIGAR RECENCY - IMPUTATION INDICATOR
II2CGRRC,CIGAR RECENCY - DETAILED IMPUTATION INDICATOR
IRCGRFM,CIGAR FREQUENCY PAST MONTH - IMPUTATION REVISED
IICGRFM,CIGAR FREQUENCY PAST MONTH - IMPUTATION INDICATOR
II2CGRFM,CIGAR FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR
CGRFLAG,RC-CIGARS - EVER USED
CGRYR,RC-CIGARS - PAST YEAR USE
CGRMON,RC-CIGARS - PAST MONTH USE
IRPIPLF,LIFETIME PIPE USE - IMPUTATION REVISED
IIPIPLF,LIFETIME PIPE USE - IMPUTATION INDICATOR
IRPIPMN,PAST MONTH PIPE USE - IMPUTATION REVISED
IIPIPMN,PAST MONTH PIPE USE - IMPUTATION INDICATOR
PIPFLAG,RC-PIPES - EVER USED
PIPMON,RC-PIPES - PAST MONTH USE
IISLTRC,SMOKELESS TOBACCO RECENCY - IMPUTATION INDICATOR
IISNFRC,SNUFF RECENCY - IMPUTATION INDICATOR
IICHWRC,CHEWING TOBACCO RECENCY - IMPUTATION INDICATOR
IISNFFM,SNUFF FREQUENCY PAST MONTH - IMPUTATION INDICATOR
IICHWFM,CHEWING TOB FREQ PAST MONTH - IMPUTATION INDICATOR
IRSLTRC,SMOKELESS TOBACCO RECENCY - IMPUTATION REVISED
IRSNFRC,SNUFF RECENCY - IMPUTATION REVISED
IRCHWRC,CHEWING TOBACCO RECENCY - IMPUTATION REVISED
IRSNFFM,SNUFF FREQUENCY PAST MONTH - IMPUTATION REVISED
IRCHWFM,CHEWING TOB FREQUENCY PST MON - IMPUTATION REVISED
II2CHWFM,CHEWING TOB FREQ PST MONTH-DETAILED IMP INDICATOR
II2CHWRC,CHEWING TOBACCO RECENCY - DETAILED IMP INDICATOR
II2SNFFM,SNUFF FREQUENCY PST MONTH - DETAILED IMP INDICATOR
II2SNFRC,SNUFF RECENCY - DETAILED IMPUTATION INDICATOR
II2SLTRC,SMOKELESS TOBACCO RECENCY - DETAILED IMP INDICATOR
SMKFLAG,SMOKELESS TOBACCO - EVER USED
SMKYR,SMOKELESS TOBACCO - PAST YEAR USE
SMKMON,SMOKELESS TOBACCO - PAST MONTH USE
CHWFLAG,CHEWING TOBACCO - EVER USED
CHWYR,CHEWING TOBACCO - PAST YEAR USE
CHWMON,CHEWING TOBACCO - PAST MONTH USE
SNFFLAG,SNUFF - EVER USED
SNFYR,SNUFF - PAST YEAR USE
SNFMON,SNUFF - PAST MONTH USE
TOBFLAG,RC-ANY TOBACCO - EVER USED
TOBYR,RC-ANY TOBACCO - PAST YEAR USE
TOBMON,RC-ANY TOBACCO - PAST MONTH USE
IRCGRAGE,CIGAR AGE OF FIRST USE - IMPUTATION REVISED
IICGRAGE,CIGAR AGE OF FIRST USE - IMPUTATION INDICATOR
IRCGRYFU,CIGAR YEAR OF FIRST USE - IMPUTATION REVISED
IICGRYFU,CIGAR YEAR OF FIRST USE - IMPUTATION INDICATOR
IRCHWAGE,IMPUTATION-REVISED CHEWING TOB AGE FIRST USE
IICHWAGE,IRCHWAGE IMPUTATION INDICATOR
IRSNFAGE,IMPUTATION-REVISED SNUFF AGE OF FIRST USE
IISNFAGE,IRSNFAGE IMPUTATION INDICATOR
IRSNFYFU,IMPUTATION-REVISED SNUFF YEAR OF FIRST USE
IISNFYFU,IRSNFYFU IMPUTATION INDICATOR
IRCHWYFU,IMPUTATION-REVISED CHEWING TOB YEAR FIRST USE
IICHWYFU,IRCHWYFU IMPUTATION INDICATOR
IRSLTAGE,IMPUTATION-REVISED SMOKELESS TOB AGE FIRST USE
IISLTAGE,IRSLTAGE IMPUTATION INDICATOR
IRSLTYFU,IMPUTATION-REVISED SMOKELESS TOB YEAR OF FIRST USE
IISLTYFU,IRSLTYFU IMPUTATION INDICATOR
IRCIGAGE,CIGARETTE AGE OF FIRST USE - IMPUTATION REVISED
IICIGAGE,CIGARETTE AGE OF FIRST USE - IMPUTATION INDICATOR
IRCIGYFU,CIGARETTE YEAR OF FIRST USE - IMPUTATION REVISED
IICIGYFU,CIGARETTE YEAR OF FIRST USE - IMPUTATION INDICATOR
IRCDUAGE,DAILY CIGARETTE AGE OF FIRST USE - IMPUTATION REVISED
IICDUAGE,DAILY CIGARETTE AGE OF FIRST USE - IMPUTATION INDICATOR
IRCD2YFU,DAILY CIGARETTE YFU - USING CIGDLYFU - IMPUTATION REVISED
IICD2YFU,DAILY CIGARETTE YEAR OF FIRST USE - IMPUTATION INDICATOR
PANATAK,HAD SUDDEN ATTACK OF FEAR PAST 12 MONTHS
PANREAC,PHYS RXNS WHEN HAVING ATTACKS PAST 12 MONTHS
MDEDP2WK,FELT DEPRESSED FOR 2+ WKS IN PAST 12 MONTHS
MDEDAYFQ,"HOW OFT FELT DEPRESSED IN THOSE WKS, PST 12 MOS"
MDEDAYLN,HOW MUCH OF DAY FELT DEPRESSED PAST 12 MONTHS
MDECHNGS,ANY CHANGES WHEN FELT DEPRESSED PAST 12 MONTHS
MDELOSIN,LOST INTEREST IN THINGS 2+ WKS IN PAST 12 MOS
MDELIFQ,"HOW OFT LOST INTEREST IN THOSE WKS, PST 12 MOS"
MDELILN,HOW MUCH OF DAY LOST INTEREST PAST 12 MONTHS
MDELICHG,ANY CHANGES WHEN LOST INTEREST PAST 12 MONTHS
MNCHYPER,FELT HYPER FOR 4+ DAYS IN A ROW IN PAST 12 MOS
MNCNOSLP,"COULDN""T SLEEP WHEN FELT HYPER"
MNCSPWRS,FEELING OF SPECIAL POWERS WHEN FELT HYPER
MNCEVER,EVER FELT HYPER FOR 4+ DAYS IN A ROW
MNCMEDS,TOOK MEDS TO PREVENT MANIC EPISODE PST 12 MOS
PHBSOCL,MORE NERVOUS THAN MOST PEOPLE ABOUT SOC SITNS
PHBLEVEL,STRENGTH OF FEAR IN SOC SITN FEARED THE MOST
PHBAVOID,HOW OFTEN TRY TO AVOID FEARED SOC SITN
PHBINTFR,HOW MUCH FEAR OF SOC SITN INTERFERES W/LIFE
PHBCRWDS,MORE NERVOUS THAN MOST PEOPLE ABOUT CROWDS
PHBPUBPL,MORE NERVOUS THN MOST PPL ABOUT PUBLIC PLACES
PHBTRAVL,MORE NERVOUS THAN MOST PPL ABOUT TRAVELING
PHBAWYHM,MORE NERVOUS THAN MOST PPL BEING AWAY FROM HOME
PHBWRSFR,WHICH FEAR IS THE STRONGEST/WORST
PHBWRSST,STRENGTH OF FEAR IN SITN WHERE FEAR IS WORST
PHBWRSAV,HOW OFTEN TRY TO AVOID WORST FEAR
PHBWRSIN,HOW MUCH WORST FEAR INTERFERES W/LIFE
GADWORMR,HOW MUCH WORRY ABOUT EVERYDAY PROBLEMS
GADWORLT,WORRY A LOT/SOMEWHAT/A LITTLE MORE THAN OTHERS
GADNRVOS,MORE NERVOUS OR ANXIOUS THAN MOST OTHER PEOPLE
GADNRVLT,NERVOUS A LOT/SOMEWHAT/A LITTLE MORE THAN OTHERS
GADNMWOR,# THINGS WORRIED/NERVOUS ABOUT IN THOSE WKS
GADSTRON,HOW OFTEN WAS WORRY/ANXIETY STRONG IN THOSE WKS
GADOPROB,HAD OTHER PROBS IN THOSE WKS WHEN WORRIED/NERVOS
PTSEVER,EVER HAD EXTREMELY STRESSFUL EXPERIENCE
PTSPYEAR,"HAD RXNS TO STRESSFUL EXPERIENCE, PAST 12 MONTHS"
PTSWRSFQ,HOW OFTEN HAD RXNS WHEN WORST IN PAST 12 MONTHS
MHSEEDR,"SAW DR FOR PROB WITH EMOTIONS, PAST 12 MONTHS"
MHHOSPOV,"HOSP OVERNITE FOR PROB W/EMOTIONS, PST 12 MOS"
MHMEDS,"PRESCRIBED ANY MEDS FOR EMOT PROB, PST 12 MOS"
DSTNRVOS,"HOW OFT FELT NERVOUS IN WORST MONTH, PST 12 MOS"
DSTNCALM,"HOW OFTEN COULDN""T CALM DOWN IN WORST MONTH"
DSTTIRE,HOW OFTEN TIRED OUT IN WORST MONTH
DSTHOPLS,HOW OFTEN FELT HOPELESS IN WORST MONTH
DSTRSTLS,HOW OFTEN FELT RESTLESS IN WORST MONTH
DSTSITST,"HOW OFTEN COULDN""T SIT STILL IN WORST MONTH"
DSTDEPRS,HOW OFTEN FELT DEPRESSED IN WORST MONTH
DSTCHEER,"HOW OFTEN COULDN""T BE CHEERED UP IN WORST MONTH"
DSTEFFRT,HOW OFT FELT EVERYTHING AN EFFORT IN WORST MON
DSTNGOOD,HOW OFTEN FELT NO GOOD IN WORST MONTH
IMPTHINK,"HOW MUCH PROB THINKING IN WORST MON, PST 12 MOS"
IMPUNDST,HOW MUCH PROB UNDERSTANDING IN WORST MONTH
IMPREMBR,HOW MUCH PROB REMEMBERING IN WORST MONTH
IMPCONC,HOW MUCH PROB CONCENTRATING IN WORST MONTH
IMPMONY,HOW MUCH PROB MANAGING MONEY IN WORST MONTH
IMPMONYM,PROB WITH EMOTIONS KEPT R FROM MANAGING MONEY
IMPLERN,HOW MUCH PROB LEARNING A TASK IN WORST MONTH
IMPLERNM,PROB WITH EMOTIONS KEPT R FROM LEARNING A TASK
IMPWASH,"HOW MUCH PROB WASHING/DRESSING/FEEDING, WORS MO"
IMPWASHM,PROB W/EMOTIONS KEPT R FROM WASH/DRESS/FEEDING
IMPGO,HOW MUCH PROB LEAVING HOUSE IN WORST MONTH
IMPGOM,PROB WITH EMOTIONS KEPT R FROM LEAVING HOUSE
IMPDLPP,HOW MUCH PROB DEALING W/PEOPLE IN WORST MONTH
IMPDLPPM,PROB W/EMOTIONS KEPT R FROM DEALING W/PEOPLE
IMPSOCL,"HOW MUCH PROB PARTICIPATNG IN SOC ACTIVS,WRST MON"
IMPSOCLM,PROB W/EMOTIONS KEPT R FROM SOCIAL ACTIVITIES
IMPGTALG,"HOW MUCH PROB W/PEOP IN PERS LIFE, WORST MONTH"
IMPCTRLE,"HOW MUCH PROB CONTROLLING EMOT, WORST MONTH"
IMPRELAX,"HOW MUCH PROB RELAXING AT HOME, WORST MONTH"
IMPHRSP,"HOW MUCH PROB W/HOUSEHOLD RESPONSIBILTY, WRST MON"
IMPHRSPM,PROB W/EMOTIONS KEPT R FROM HOUSEHOLD RESPONS
IMPDLRSP,HOW MUCH PROB W/DAILY RESPONS IN WORST MONTH
IMPDLWRK,HOW MUCH PROB W/DAILY RESPONSIBILITY IN WORST MON
IMPDAYFQ,HOW OFTEN HAD THESE DIFFICULTIES IN THOSE WKS
MHSVCHLP,HOW MUCH DID MH SVCS IMPROV ABIL TO MANAG ACTIVS
IRALCRC,ALCOHOL RECENCY - IMPUTATION REVISED
IIALCRC,ALCOHOL RECENCY - IMPUTATION INDICATOR
IRALCFM,ALCOHOL FREQUENCY PAST MONTH - IMPUTATION REVISED
IIALCFM,ALCOHOL FREQUENCY PAST MONTH - IMPUTATION INDICATOR
IRALCFY,ALCOHOL FREQUENCY PAST YEAR - IMPUTATION REVISED
IIALCFY,ALCOHOL FREQUENCY PAST YEAR - IMPUTATION INDICATOR
IRALCD5,5+ ALC DRNKS PAST MONTH - IMP REVISED (DR5DAY)
IIALCD5,5+ ALC DRNKS PAST MONTH - IMPUTATION INDICATOR
II2ALCFM,ALCOHOL FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR
II2ALCD5,5+ ALC DRINKS PAST MONTH - DETAILED IMP INDICATOR
II2ALCRC,ALCOHOL RECENCY - DETAILED IMPUTATION INDICATOR
II2ALCFY,ALCOHOL FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR
ALCFLAG,RC-ALCOHOL - EVER USED
ALCYR,RC-ALCOHOL - PAST YEAR USE
ALCMON,RC-ALCOHOL - PAST MONTH USE
BINGEDRK,BINGE ALCOHOL USE PAST 30 DAYS
HVYDRK2,HEAVY ALCOHOL USE PAST 30 DAYS
IRALCAGE,ALCOHOL AGE OF FIRST USE - IMPUTATION REVISED
IIALCAGE,ALCOHOL AGE OF FIRST USE - IMPUTATION INDICATOR
IRALCYFU,ALCOHOL YEAR OF FIRST USE - IMPUTATION REVISED
IIALCYFU,ALCOHOL YEAR OF FIRST USE - IMPUTATION INDICATOR
YUHOSPYR,STAY OVNT IN HOSP FOR EMOT TRMT PST 12 MOS
YUHOSUIC,STAYED IN HOSP BEC THOUGHT/TRIED TO KILL SELF
YUHODEPR,STAYED IN HOSP BEC YOU FELT DEPRESSED
YUHOFEAR,STAYED IN HOSP BEC YOU FELT AFRAID/TENSE
YUHOBKRU,STAYED IN HOSP BEC BREAKING RULES/ACTING OUT
YUHOEATP,STAYED IN HOSP BEC YOU HAD EATING PROBS
YUHOSOR,STAYED IN HOSP FOR SOME OTHER REASON
YURSIDYR,STAYED IN RESID CTR FOR EMOT TRMT PST 12 MOS
YURSSUIC,STAYED IN RESID CTR BEC THOT/TRIED TO KILL SELF
YURSDEPR,STAYED IN RESID CTR BEC YOU FELT DEPRESSED
YURSFEAR,STAYED IN RESID CTR BEC YOU FELT AFRAID/TENSE
YURSBKRU,STAYED IN RESID CTR BEC BRKING RULES/ACT OUT
YURSEATP,STAYED IN RESID CTR BEC YOU HAD EATING PROBS
YURSSOR,STAYED IN RESID CTR FOR SOME OTHER REASON
YUFCARYR,SPENT TIME IN FOST CARE FOR EMOT PROB PST 12 MOS
YUFCSUIC,STAYED IN FOST CARE BEC THOT/TRIED TO KILL SELF
YUFCDEPR,STAYED IN FOST CARE BEC YOU FELT DEPRESSED
YUFCFEAR,STAYED IN FOST CARE BEC YOU FELT AFRAID/TENSE
YUFCBKRU,STAYED IN FOST CARE BEC BRKING RULES/ACT OUT
YUFCEATP,STAYED IN FOST CARE BEC YOU HAD EATING PROBS
YUFCSOR,STAYED IN FOST CARE FOR SOME OTHER REASON
YUDYTXYR,SPENT TIME IN DAY TRMT PROG PAST 12 MOS
YUDYSUIC,VISITED DAY TRMT BEC THOT/TRIED TO KILL SELF
YUDYDEPR,VISITED DAY TRMT BEC YOU FELT DEPRESSED
YUDYFEAR,VISITED DAY TRMT BEC YOU FELT AFRAID/TENSE
YUDYBKRU,VISITED DAY TRMT BEC BRKING RULES/ACT OUT
YUDYEATP,VISITED DAY TRMT BEC YOU HAD EATING PROBS
YUDYSOR,VISITED DAY TRMT FOR SOME OTHER REASON
YUMHCRYR,RCVD EMOT TRMT IN MENT HLTH CLNC PST 12 MOS
YUMHSUIC,VISITED MH CLNC BEC THOUGHT/TRIED TO KILL SELF
YUMHDEPR,VISITED MH CLNC BEC YOU FELT DEPRESSED
YUMHFEAR,VISITED MH CLNC BEC YOU FELT AFRAID/TENSE
YUMHBKRU,VISITED MH CLNC BEC BREAKING RULES/ACTING OUT
YUMHEATP,VISITED MH CLNC BEC YOU HAD EATING PROBS
YUMHSOR,VISITED MH CLNC FOR SOME OTHER REASON
YUTPSTYR,RCVD EMOT TRMT FROM THERAPIST PST 12 MOS
YUTPSUIC,VISITED THERAPIST BEC THOT/TRIED TO KILL SELF
YUTPDEPR,VISITED THERAPIST BEC YOU FELT DEPRESSED
YUTPFEAR,VISITED THERAPIST BEC YOU FELT AFRAID/TENSE
YUTPBKRU,VISITED THERAPIST BEC BRKING RULES/ACT OUT
YUTPEATP,VISITED THERAPIST BEC YOU HAD EATING PROBS
YUTPSOR,VISITED THERAPIST FOR SOME OTHER REASON
YUIHTPYR,RCVD EMOT TRMT FROM IN HOME COUNS PST 12 MOS
YUIHSUIC,SAW IN HOME COUNS BEC THOT/TRIED TO KILL SELF
YUIHDEPR,SAW IN HOME COUNS BEC YOU FELT DEPRESSED
YUIHFEAR,SAW IN HOME COUNS BEC YOU FELT AFRAID/TENSE
YUIHBKRU,SAW IN HOME COUNS BEC BRKING RULES/ACT OUT
YUIHEATP,SAW IN HOME COUNS BEC YOU HAD EATING PROBS
YUIHSOR,SAW IN HOME COUNS FOR SOME OTHER REASON
YUFDOCYR,RCVD EMOT TRMT FROM FAMLY DOC PST 12 MOS
YUFDSUIC,SAW FAMLY DOC BEC THOUGHT/TRIED TO KILL SELF
YUFDDEPR,SAW FAMLY DOC BEC YOU FELT DEPRESSED
YUFDFEAR,SAW FAMLY DOC BEC YOU FELT AFRAID/TENSE
YUFDBKRU,SAW FAMLY DOC BEC BREAKING RULES/ACTING OUT
YUFDEATP,SAW FAMLY DOC BEC YOU HAD EATING PROBS
YUFDSOR,SAW FAMLY DOC FOR SOME OTHER REASON
YUSPEDYR,SPECIAL EDUC SVCS FOR EMOT PROB PST 12 MOS
YUSHCNYR,TALKED W/SCH COUNS FOR EMOT PROB PST 12 MOS
YUSHSUIC,TLKED W/SCH COUNS BEC THOT/TRIED TO KILL SELF
YUSHDEPR,TLKED W/SCH COUNS BEC YOU FELT DEPRESSED
YUSHFEAR,TLKED W/SCH COUNS BEC YOU FELT AFRAID/TENSE
YUSHBKRU,TLKED W/SCH COUNS BEC BRKING RULES/ACT OUT
YUSHEATP,TLKED W/SCH COUNS BEC YOU HAD EATING PROBS
YUSHSOR,TLKED W/SCH COUNS FOR SOME OTHER REASON
YUJAILEV,EVER BEEN IN JAIL OR DETENTION CENTER
YUFCAREV,EVER BEEN IN FOSTER CARE
AUUNCOST,"NO MH TMT COULDN""T AFFORD COST"
AUUNNBR,NO MH TMT CONCERN ABOUT OPIN OF NEIGHBRS
AUUNJOB,NO MH TMT CONCERN ABOUT EFFECT ON JOB
AUUNNCOV,"NO MH TMT HEALTH INSUR DIDN""T COVER"
AUUNENUF,NO MH TMT NOT ENUF HEALTH INSUR COVERAGE
AUUNWHER,"NO MH TMT DIDN""T KNOW WHERE TO GO FOR SVC"
AUUNCFID,NO MH TMT CONCERN ABOUT CONFIDENTIALITY
AUUNCMIT,NO MH TMT MIGHT BE COMMITTED/TAKE MEDS
AUUNSOR,NO MH TMT FOR SOME OTHER REASON
HERSMOKE,EVER SMOKED HEROIN
HRSMKREC,TIME SINCE LAST SMOKED HEROIN
HERSNIFF,EVER SNIFFED HEROIN
HRSNFREC,TIME SINCE LAST SNIFFED HEROIN
OTDGNEDL,EVER USED NEEDLE TO INJECT ANY OTHER DRUG
COCNEEDL,EVER USED NEEDLE TO INJECT COCAINE
CONDLREC,TIME SINCE LAST USED NEEDLE TO INJECT COCAINE
HERNEEDL,EVER USED NEEDLE TO INJECT HEROIN
HEOTSMK,HOW USED HEROIN: SMOKED IT
HEOTSNF,HOW USED HEROIN: SNIFFED IT
HEOTNDL,HOW USED HEROIN: INJECTED IT WITH A NEEDLE
HEOTOTH,HOW USED HEROIN: SOME OTHER WAY
HEOTSP,HOW USED HEROIN: SPECIFY
HRNDLREC,TIME SINCE LAST USED NEEDLE TO INJECT HEROIN
MTHNEEDL,EVER USED NEEDLE TO INJECT METHAMPHETAMINE
MTNDLREC,TIME SINCE LAST USED NEEDLE TO INJECT METH
OSTNEEDL,EVER USED NEEDLE TO INJECT (OTHER) STIMULANT
OSTNLREC,TIME SINCE LAST USED NEEDLE TO INJECT (OTH) STIM
GNNDREUS,LAST TIME REUSED NEEDLE USED BEFORE
GNNDLSH1,LAST NEEDLE HAD BEEN USED BY SOMEONE ELSE
GNNDCLEN,USED BLEACH TO CLEAN LAST NEEDLE BEFORE USE
GNNDLSH2,SOMEONE ELSE USED LAST NEEDLE AFTER YOU
STNEEDLR,EVER USED NEEDLE TO INJECT STIMULANT - RECODE
STNLRECR,MOST RECENT TIME USED STIMULANT W/NEEDLE - RECODE
NEDLRECR,MOST RECENT TIME USED COC/HER/STM WITH A NEEDLE
OTDGNDLA,OTHER DRUG INJECTED - SPECIFY 1
OTDGNDLB,OTHER DRUG INJECTED - SPECIFY 2
OTDGNDLC,OTHER DRUG INJECTED - SPECIFY 3
OTDGNDLD,OTHER DRUG INJECTED - SPECIFY 4
OTDGNDLE,OTHER DRUG INJECTED - SPECIFY 5
IRINHRC,INHALANT RECENCY - IMPUTATION REVISED
IIINHRC,INHALANT RECENCY - IMPUTATION INDICATOR
IRINHFM,INHALANT FREQUENCY PAST MONTH - IMP REVISED
IIINHFM,INHALANT FREQUENCY PAST MONTH - IMP INDICATOR
IRINHFY,INHALANT FREQUENCY PAST YEAR - IMPUTATION REVISED
IIINHFY,INHALANT FREQUENCY PAST YEAR - IMP INDICATOR
II2INHFM,INHALANT FREQ PAST MONTH - DETAILED IMP INDICATOR
II2INHRC,INHALANT RECENCY - DETAILED IMPUTATION INDICATOR
II2INHFY,INHALANT FREQ PAST YEAR - DETAILED IMP INDICATOR
INHFLAG,INHALANTS - EVER USED
INHYR,INHALANTS - PAST YEAR USE
INHMON,INHALANTS - PAST MONTH USE
IRINHAGE,IMPUTATION-REVISED INHALANTS AGE OF FIRST USE
IIINHAGE,IRINHAGE IMPUTATION INDICATOR
IRINHYFU,IMPUTATION-REVISED INHALANTS YEAR OF FIRST USE
IIINHYFU,IRINHYFU IMPUTATION INDICATOR
IRMJRC,MARIJUANA RECENCY - IMPUTATION REVISED
IIMJRC,MARIJUANA RECENCY - IMPUTATION INDICATOR
IRMJFM,MARIJUANA FREQUENCY PAST MONTH - IMPUTATION REVISED
IIMJFM,MARIJUANA FREQUENCY PAST MONTH - IMPUTATION INDICATOR
IRMJFY,MARIJUANA FREQUENCY PAST YEAR - IMPUTATION REVISED
IIMJFY,MARIJUANA FREQUENCY PAST YEAR - IMPUTATION INDICATOR
II2MJFM,MARIJUANA FREQ PAST MONTH - DETAILED IMPUTATION INDICATOR
II2MJRC,MARIJUANA RECENCY - DETAILED IMPUTATION INDICATOR
II2MJFY,MARIJUANA FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR
MRJFLAG,RC-MARIJUANA - EVER USED
MRJYR,RC-MARIJUANA - PAST YEAR USE
MRJMON,RC-MARIJUANA - PAST MONTH USE
IRMJAGE,MARIJUANA AGE OF FIRST USE - IMPUTATION REVISED
IIMJAGE,MARIJUANA AGE OF FIRST USE - IMPUTATION INDICATOR
IRMJYFU,MARIJUANA YEAR OF FIRST USE - IMPUTATION REVISED
IIMJYFU,MARIJUANA YEAR OF FIRST USE - IMPUTATION INDICATOR
CIGIRTBL,NEED TO SMOKE TO FEEL LESS IRRITABLE
CIGCRAVE,"START TO CRAVE CIGS WHEN DON""T SMOKE FOR FEW HRS"
CIGCRAGP,"CRAVING OF CIGS LIKE STRONG FORCE CAN""T CONTROL"
CIGINCTL,FEEL A SENSE OF CONTROL OVER YOUR SMOKING
CIGAVOID,"TEND TO AVOID PLACES THAT DON""T ALLOW SMOKING"
CIGFNSMK,HAVE FRIENDS WHO DO NOT SMOKE CIGARETTES
CIGFNLKE,"CHOOSE NOT TO BE AROUND FRIENDS WHO DON""T SMOKE"
CIGPLANE,RATHER NOT TRAVEL BY AIRPLANE B/C NO SMOKING
CIGRNOUT,SOMETIMES WORRY THAT YOU WILL RUN OUT OF CIGS
CIGREGDY,SMOKE CIGS FAIRLY REGULARLY THROUGHOUT THE DAY
CIGREGWK,SMOKE SAME AMOUNT ON WEEKENDS AS ON WEEKDAYS
CIGREGNM,SMOKE SAME NUMBER OF CIGS FROM DAY TO DAY
CIGNMCHG,NUMBER OF CIGS SMOKE PER DAY OFTEN CHANGES
CIGSVLHR,"HAVE MANY CIGS IN HR, THEN NO CIGS TIL HRS LATER"
CIGINFLU,# OF CIGS SMOKE PER DAY INFLUENCED BY OTHER THINGS
CIGNOINF,SMOKING NOT AFFECTED BY OTHER THINGS
CIGINCRS,AMOUNT OF SMOKING HAS INCR. SINCE STARTED SMOKING
CIGSATIS,NEED TO SMOKE A LOT MORE TO BE SATISFIED
CIGLOTMR,SMOKE MUCH MORE NOW BEFORE FEEL ANYTHING
